chi2,fratio,logg,teff1,teff2,dlogchi2,KEPLER_surface,KEPLER_spot,IRAC_CH1_surface,IRAC_CH1_spot,IRAC_CH2_surface,IRAC_CH2_spot,SPECULOOS_surface,SPECULOOS_spot,PANSTARRS_G_surface,PANSTARRS_G_spot,PANSTARRS_R_surface,PANSTARRS_R_spot,PANSTARRS_I_surface,PANSTARRS_I_spot,PANSTARRS_Z_surface,PANSTARRS_Z_spot,PANSTARRS_Y_surface,PANSTARRS_Y_spot,2MASS_J_surface,2MASS_J_spot,2MASS_H_surface,2MASS_H_spot,2MASS_KS_surface,2MASS_KS_spot,WISE_W1_surface,WISE_W1_spot,WISE_W2_surface,WISE_W2_spot,WISE_W3_surface,WISE_W3_spot,WISE_W4_surface,WISE_W4_spot
1293.9813442692825,0.0,5.208396580093247,2600.0,2600.0,0.7098144837299247,1.9062141358093937e-12,1.9062141358093937e-12,1.6907323803773099e-12,1.6907323803773099e-12,1.0113654842543636e-12,1.0113654842543636e-12,5.461961806985226e-12,5.461961806985226e-12,4.515611878319939e-14,4.515611878319939e-14,1.4394369680350207e-13,1.4394369680350207e-13,1.5989567118878286e-12,1.5989567118878286e-12,3.376549536231352e-12,3.376549536231352e-12,2.4535270193653723e-12,2.4535270193653723e-12,1.2025994924769592e-11,1.2025994924769592e-11,1.184038073286749e-11,1.184038073286749e-11,5.91658911568503e-12,5.91658911568503e-12,3.6044114392380624e-12,3.6044114392380624e-12,1.9251592661227573e-12,1.9251592661227573e-12,3.776014871420644e-13,3.776014871420644e-13,2.280954759370346e-14,2.280954759370346e-14
2156.5476976775626,0.0,5.208396580093247,2620.0,2620.0,0.931645536853964,2.0805100318920147e-12,2.0805100318920147e-12,1.7242130844897483e-12,1.7242130844897483e-12,1.0371296139055176e-12,1.0371296139055176e-12,5.783510055407095e-12,5.783510055407095e-12,5.24958771217183e-14,5.24958771217183e-14,1.6259365586830187e-13,1.6259365586830187e-13,1.754163273198835e-12,1.754163273198835e-12,3.5815563769093096e-12,3.5815563769093096e-12,2.5482519530463152e-12,2.5482519530463152e-12,1.2324016327368978e-11,1.2324016327368978e-11,1.2132655756708862e-11,1.2132655756708862e-11,6.061234340771009e-12,6.061234340771009e-12,3.689678294753653e-12,3.689678294753653e-12,1.976834461524853e-12,1.976834461524853e-12,3.845262290715922e-13,3.845262290715922e-13,2.3253580129834736e-14,2.3253580129834736e-14
3272.488668428668,0.0,5.208396580093247,2640.0,2640.0,1.1127646201143384,2.271204350363319e-12,2.271204350363319e-12,1.7581247520710659e-12,1.7581247520710659e-12,1.0633830379540387e-12,1.0633830379540387e-12,6.125399019065147e-12,6.125399019065147e-12,6.097674980556461e-14,6.097674980556461e-14,1.8354144164847063e-13,1.8354144164847063e-13,1.924396963673093e-12,1.924396963673093e-12,3.798372203665213e-12,3.798372203665213e-12,2.645927246189318e-12,2.645927246189318e-12,1.2627280813336597e-11,1.2627280813336597e-11,1.2430073634396422e-11,1.2430073634396422e-11,6.208393972638758e-12,6.208393972638758e-12,3.776473390582416e-12,3.776473390582416e-12,2.029534156906579e-12,2.029534156906579e-12,3.9152577675797305e-13,3.9152577675797305e-13,2.3702788515644673e-14,2.3702788515644673e-14
4617.232760807104,0.0,5.208396580093247,2660.0,2660.0,1.2622682371724,2.4799034584517397e-12,2.4799034584517397e-12,1.7924702153468564e-12,1.7924702153468564e-12,1.0901320109424624e-12,1.0901320109424624e-12,6.4890940604749464e-12,6.4890940604749464e-12,7.076918814898699e-14,7.076918814898699e-14,2.0705715782177158e-13,2.0705715782177158e-13,2.1111169694881776e-12,2.1111169694881776e-12,4.027649963128254e-12,4.027649963128254e-12,2.746623608953071e-12,2.746623608953071e-12,1.293584582956868e-11,1.293584582956868e-11,1.273269110697403e-11,1.273269110697403e-11,6.358095673429222e-12,6.358095673429222e-12,3.864817421871459e-12,3.864817421871459e-12,2.0832716962723054e-12,2.0832716962723054e-12,3.9860039997986955e-13,3.9860039997986955e-13,2.4157193327409113e-14,2.4157193327409113e-14
6168.522467266069,0.0,5.208396580093247,2680.0,2680.0,1.388067619590116,2.7083767536600488e-12,2.7083767536600488e-12,1.827252311023583e-12,1.827252311023583e-12,1.1173828291825384e-12,1.1173828291825384e-12,6.8761801869428555e-12,6.8761801869428555e-12,8.20683373154135e-14,8.20683373154135e-14,2.334413290092035e-13,2.334413290092035e-13,2.3159242631006673e-12,2.3159242631006673e-12,4.270077375193981e-12,4.270077375193981e-12,2.8504129641395005e-12,2.8504129641395005e-12,1.3249769137312946e-11,1.3249769137312946e-11,1.3040565221807936e-11,1.3040565221807936e-11,6.510367271045756e-12,6.510367271045756e-12,3.954731303640459e-12,3.954731303640459e-12,2.138060509225938e-12,2.138060509225938e-12,4.0575036788343867e-13,4.0575036788343867e-13,2.461681506860346e-14,2.461681506860346e-14
7906.401024052637,0.0,5.208396580093247,2700.0,2700.0,1.4958653073180015,2.9585735353599485e-12,2.9585735353599485e-12,1.862473880288192e-12,1.862473880288192e-12,1.1451418307663136e-12,1.1451418307663136e-12,7.288372596005445e-12,7.288372596005445e-12,9.509756866722183e-14,9.509756866722183e-14,2.6302819894027053e-13,2.6302819894027053e-13,2.5405752627274506e-12,2.5405752627274506e-12,4.526378698285111e-12,4.526378698285111e-12,2.9573684603392797e-12,2.9573684603392797e-12,1.356910881313175e-11,1.356910881313175e-11,1.3353753333072454e-11,1.3353753333072454e-11,6.665236759751356e-12,6.665236759751356e-12,4.046236172322397e-12,4.046236172322397e-12,2.193914110965117e-12,2.193914110965117e-12,4.129759489899438e-13,4.129759489899438e-13,2.5081674170710794e-14,2.5081674170710794e-14
9992.268111626123,0.0,5.208396580093247,2720.0,2720.0,1.5975505471827907,3.214024016467218e-12,3.214024016467218e-12,1.896801784505999e-12,1.896801784505999e-12,1.1711379274548073e-12,1.1711379274548073e-12,7.685143767780452e-12,7.685143767780452e-12,1.097862365311336e-13,1.097862365311336e-13,3.0013841180761213e-13,3.0013841180761213e-13,2.7609617410399753e-12,2.7609617410399753e-12,4.773753863483655e-12,4.773753863483655e-12,3.0596991610050596e-12,3.0596991610050596e-12,1.3867368514542401e-11,1.3867368514542401e-11,1.3652167123799986e-11,1.3652167123799986e-11,6.813868140838233e-12,6.813868140838233e-12,4.134839789217002e-12,4.134839789217002e-12,2.246195182875042e-12,2.246195182875042e-12,4.1996012097377383e-13,4.1996012097377383e-13,2.5532803949290594e-14,2.5532803949290594e-14
12384.416519403378,0.0,5.208396580093247,2740.0,2740.0,1.6907620187221308,3.4927132569486522e-12,3.4927132569486522e-12,1.9315307156638333e-12,1.9315307156638333e-12,1.197555252102742e-12,1.197555252102742e-12,8.10468856592039e-12,8.10468856592039e-12,1.2664154671429865e-13,1.2664154671429865e-13,3.4222786317174414e-13,3.4222786317174414e-13,3.00027664525366e-12,3.00027664525366e-12,5.033675224660496e-12,5.033675224660496e-12,3.164834335983451e-12,3.164834335983451e-12,1.4170102783512569e-11,1.4170102783512569e-11,1.3955202794796015e-11,1.3955202794796015e-11,6.964804574623518e-12,6.964804574623518e-12,4.224870265947649e-12,4.224870265947649e-12,2.2993618712836595e-12,2.2993618712836595e-12,4.270115084771703e-13,4.270115084771703e-13,2.598866030821082e-14,2.598866030821082e-14
15085.292415448675,0.0,5.208396580093247,2760.0,2760.0,1.7764402017289278,3.796887311811465e-12,3.796887311811465e-12,1.9666628831426214e-12,1.9666628831426214e-12,1.2243980196607228e-12,1.2243980196607228e-12,8.548447758002024e-12,8.548447758002024e-12,1.4596950454656226e-13,1.4596950454656226e-13,3.899319255452718e-13,3.899319255452718e-13,3.260129599442117e-12,3.260129599442117e-12,5.306735524806516e-12,5.306735524806516e-12,3.2728313976325702e-12,3.2728313976325702e-12,1.4477349749644826e-11,1.4477349749644826e-11,1.426290247375138e-11,1.426290247375138e-11,7.118067620121467e-12,7.118067620121467e-12,4.31634392013422e-12,4.31634392013422e-12,2.353423271988918e-12,2.353423271988918e-12,4.3413028896157513e-13,4.3413028896157513e-13,2.6449257843354064e-14,2.6449257843354064e-14
18097.195070512495,0.0,5.208396580093247,2780.0,2780.0,1.8554977364085508,4.129019207234006e-12,4.129019207234006e-12,2.0022004977956347e-12,2.0022004977956347e-12,1.2516704621418412e-12,1.2516704621418412e-12,9.017961948395046e-12,9.017961948395046e-12,1.681177307512338e-13,1.681177307512338e-13,4.4396309148550116e-13,4.4396309148550116e-13,3.542264828276038e-12,3.542264828276038e-12,5.593553525755422e-12,5.593553525755422e-12,3.3837485557771364e-12,3.3837485557771364e-12,1.4789147663837047e-11,1.4789147663837047e-11,1.4575308442386902e-11,1.4575308442386902e-11,7.273678933339672e-12,7.273678933339672e-12,4.409277202118415e-12,4.409277202118415e-12,2.4083885157430936e-12,2.4083885157430936e-12,4.4131663936042145e-13,4.4131663936042145e-13,2.691461109023172e-14,2.691461109023172e-14
21421.993009742466,0.0,5.208396580093247,2800.0,2800.0,1.9287463419695445,4.49183230247866e-12,4.49183230247866e-12,2.0381457719527354e-12,2.0381457719527354e-12,1.2793768285867548e-12,1.2793768285867548e-12,9.514878868339541e-12,9.514878868339541e-12,1.9348096868721299e-13,1.9348096868721299e-13,5.051198792718989e-13,5.051198792718989e-13,3.84857211016758e-12,3.84857211016758e-12,5.894775055026856e-12,5.894775055026856e-12,3.497644823966354e-12,3.497644823966354e-12,1.5105534898528737e-11,1.5105534898528737e-11,1.4892463136516783e-11,1.4892463136516783e-11,7.431660267494158e-12,7.431660267494158e-12,4.503686695549458e-12,4.503686695549458e-12,2.4642667681724025e-12,2.4642667681724025e-12,4.4857073608516335e-13,4.4857073608516335e-13,2.7384734524671816e-14,2.7384734524671816e-14
24611.660079602436,0.0,5.208396580093247,2820.0,2820.0,1.9890273769722082,4.844645478118402e-12,4.844645478118402e-12,2.0734494592262424e-12,2.0734494592262424e-12,1.3036878837978995e-12,1.3036878837978995e-12,1.0009333331533758e-11,1.0009333331533758e-11,2.1964284707369848e-13,2.1964284707369848e-13,5.66544137579723e-13,5.66544137579723e-13,4.138826922182795e-12,4.138826922182795e-12,6.196656668288723e-12,6.196656668288723e-12,3.6218580872720013e-12,3.6218580872720013e-12,1.5470824082593874e-11,1.5470824082593874e-11,1.525159956760274e-11,1.525159956760274e-11,7.598198947449447e-12,7.598198947449447e-12,4.591817645074307e-12,4.591817645074307e-12,2.5123588520103407e-12,2.5123588520103407e-12,4.545182645112678e-13,4.545182645112678e-13,2.7745159439332105e-14,2.7745159439332105e-14
28078.41180044484,0.0,5.208396580093247,2840.0,2840.0,2.0462590078587732,5.2258827805195686e-12,5.2258827805195686e-12,2.1091209593230072e-12,2.1091209593230072e-12,1.3282925385007616e-12,1.3282925385007616e-12,1.0528897511426647e-11,1.0528897511426647e-11,2.491494307083832e-13,2.491494307083832e-13,6.350074088066513e-13,6.350074088066513e-13,4.449994359393243e-12,4.449994359393243e-12,6.5123148223946045e-12,6.5123148223946045e-12,3.7495935300004865e-12,3.7495935300004865e-12,1.5842384000559307e-11,1.5842384000559307e-11,1.5616898105839032e-11,1.5616898105839032e-11,7.767325676145717e-12,7.767325676145717e-12,4.681100387194811e-12,4.681100387194811e-12,2.5610499224445255e-12,2.5610499224445255e-12,4.605025119485164e-13,4.605025119485164e-13,2.8107733131430292e-14,2.8107733131430292e-14
31825.602516418054,0.0,5.208396580093247,2860.0,2860.0,2.100663103096762,5.637923333511988e-12,5.637923333511988e-12,2.1451616859293043e-12,2.1451616859293043e-12,1.3531923756553441e-12,1.3531923756553441e-12,1.1074858739961414e-11,1.1074858739961414e-11,2.8240494996189574e-13,2.8240494996189574e-13,7.112686580194165e-13,7.112686580194165e-13,4.783516542188211e-12,4.783516542188211e-12,6.842305301120849e-12,6.842305301120849e-12,3.880926443117841e-12,3.880926443117841e-12,1.6220279898259318e-11,1.6220279898259318e-11,1.5988423218345543e-11,1.5988423218345543e-11,7.939063815987428e-12,7.939063815987428e-12,4.771543188615095e-12,4.771543188615095e-12,2.6103433229308205e-12,2.6103433229308205e-12,4.665234547896583e-13,4.665234547896583e-13,2.847245317647677e-14,2.847245317647677e-14
35855.23005387489,0.0,5.208396580093247,2880.0,2880.0,2.1524389820719207,6.083351317980306e-12,6.083351317980306e-12,2.1815730502977197e-12,2.1815730502977197e-12,1.3783889769334642e-12,1.3783889769334642e-12,1.1648572065980963e-11,1.1648572065980963e-11,3.198598598833123e-13,3.198598598833123e-13,7.961637163495549e-13,7.961637163495549e-13,5.140930671011779e-12,5.140930671011779e-12,7.187203490844359e-12,7.187203490844359e-12,4.015933218232826e-12,4.015933218232826e-12,1.660457728900863e-11,1.660457728900863e-11,1.6366239643580416e-11,1.6366239643580416e-11,8.11343680489733e-12,8.11343680489733e-12,4.863154337450426e-12,4.863154337450426e-12,2.6602423937833558e-12,2.6602423937833558e-12,4.725810696866753e-13,4.725810696866753e-13,2.8839317169889e-14,2.8839317169889e-14
40167.76598333089,0.0,5.208396580093247,2900.0,2900.0,2.2017641468924287,6.564973755230398e-12,6.564973755230398e-12,2.218356461272646e-12,2.218356461272646e-12,1.4038839227318396e-12,1.4038839227318396e-12,1.2251463886209115e-11,1.2251463886209115e-11,3.620158547193507e-13,3.620158547193507e-13,8.906125794046993e-13,8.906125794046993e-13,5.523874996840418e-12,5.523874996840418e-12,7.547604974765617e-12,7.547604974765617e-12,4.15469135660332e-12,4.15469135660332e-12,1.6995341953417323e-11,1.6995341953417323e-11,1.6750412391131602e-11,1.6750412391131602e-11,8.29046815631395e-12,8.29046815631395e-12,4.9559421432441195e-12,4.9559421432441195e-12,2.7107504722049242e-12,2.7107504722049242e-12,4.786753335464468e-13,4.786753335464468e-13,2.920832272669137e-14,2.920832272669137e-14
44834.42732956724,0.0,5.208396580093247,2920.0,2920.0,2.249498095594605,6.990984314293528e-12,6.990984314293528e-12,2.2491642637362244e-12,2.2491642637362244e-12,1.4253546163348043e-12,1.4253546163348043e-12,1.2750654239779438e-11,1.2750654239779438e-11,4.0158565864430945e-13,4.0158565864430945e-13,9.860909051073932e-13,9.860909051073932e-13,5.845213651105788e-12,5.845213651105788e-12,7.847892207398995e-12,7.847892207398995e-12,4.2678866355175885e-12,4.2678866355175885e-12,1.7310676433606722e-11,1.7310676433606722e-11,1.7061912241885976e-11,1.7061912241885976e-11,8.434318958550502e-12,8.434318958550502e-12,5.0347623284600274e-12,5.0347623284600274e-12,2.7536072984877895e-12,2.7536072984877895e-12,4.843690343599437e-13,4.843690343599437e-13,2.957606324062359e-14,2.957606324062359e-14
49854.86695269583,0.0,5.208396580093247,2940.0,2940.0,2.2955940303054696,7.446023219026593e-12,7.446023219026593e-12,2.2801959954534902e-12,2.2801959954534902e-12,1.4470116696840574e-12,1.4470116696840574e-12,1.3268976476448616e-11,1.3268976476448616e-11,4.4528031010796035e-13,4.4528031010796035e-13,1.0912548848612856e-12,1.0912548848612856e-12,6.1839912471174695e-12,6.1839912471174695e-12,8.158416210348194e-12,8.158416210348194e-12,4.3833869229705574e-12,4.3833869229705574e-12,1.7629716491917737e-11,1.7629716491917737e-11,1.7377103299432526e-11,1.7377103299432526e-11,8.579713033992737e-12,8.579713033992737e-12,5.114345436615264e-12,5.114345436615264e-12,2.7968528787547434e-12,2.7968528787547434e-12,4.90091558136005e-13,4.90091558136005e-13,2.994587915359885e-14,2.994587915359885e-14
55228.89274250532,0.0,5.208396580093247,2960.0,2960.0,2.3400528050603366,7.932210912826211e-12,7.932210912826211e-12,2.3114518953304936e-12,2.3114518953304936e-12,1.4688555248738177e-12,1.4688555248738177e-12,1.3807142472014044e-11,1.3807142472014044e-11,4.935186509442471e-13,4.935186509442471e-13,1.2070350428062175e-12,1.2070350428062175e-12,6.541095721421243e-12,6.541095721421243e-12,8.479470803626601e-12,8.479470803626601e-12,4.501223688610583e-12,4.501223688610583e-12,1.7952481350500062e-11,1.7952481350500062e-11,1.7696005348553727e-11,1.7696005348553727e-11,8.726657307766232e-12,8.726657307766232e-12,5.19469464311545e-12,5.19469464311545e-12,2.8404882073217043e-12,2.8404882073217043e-12,4.958428613257522e-13,4.958428613257522e-13,3.0317767978101185e-14,3.0317767978101185e-14
60953.37550055208,0.0,5.208396580093247,2980.0,2980.0,2.3828842298653825,8.451831658821525e-12,8.451831658821525e-12,2.3429322019477753e-12,2.3429322019477753e-12,1.4908866227485682e-12,1.4908866227485682e-12,1.4365890420093966e-11,1.4365890420093966e-11,5.467628240016613e-13,5.467628240016613e-13,1.334446717175622e-12,1.334446717175622e-12,6.917457650415784e-12,6.917457650415784e-12,8.8113567444584e-12,8.8113567444584e-12,4.62142862820754e-12,4.62142862820754e-12,1.8278990216887053e-11,1.8278990216887053e-11,1.801863816408195e-11,1.801863816408195e-11,8.875158700853863e-12,8.875158700853863e-12,5.275813125347954e-12,5.275813125347954e-12,2.8845142752984052e-12,2.8845142752984052e-12,5.016229007844218e-13,5.016229007844218e-13,3.0691727246633725e-14,3.0691727246633725e-14
