nb_transits,obs,Wavelength ($\mu m$),Depth [%],err_depth
15,K2,0.807,0.41200000000000003,0.027999999999999997
1,LT,0.9046,0.301,0.071
5,SPECULOOS,0.9046,0.354,0.027000000000000003
3,J,1.25,0.387,0.028999999999999998
4,Spitzer_c1,3.6,0.34070900000000004,0.015
16,Spitzer_c2,4.5,0.36535,0.007
