1,316,7799.95319525,83e-5
1,317,7801.4631374,0.001265
1,318,7802.97559,18e-5
1,319,7804.48637563,535e-6
1,320,7805.99698,16e-5
1,321,7807.50727,17e-5
1,322,7809.01834,20e-5
1,323,7810.52780662,0.001095
1,324,7812.04033,16e-5
1,325,7813.55123,14e-5
1,326,7815.06275,18e-5
1,327,7816.57335,18e-5
1,328,7818.08383,15e-5
1,329,7819.59478,18e-5
1,330,7821.1055,16e-5
1,332,7824.1273,18e-5
1,333,7825.63813,14e-5
1,334,7827.14995,13e-5
1,335,7828.66033,22e-5
1,336,7830.17083,20e-5
1,338,7833.19291,21e-5
1,339,7834.70398,16e-5
1,340,7836.21439,18e-5
1,341,7837.72526,17e-5
1,342,7839.23687,28e-5
1,386,7905.71519,0.00088
1,394,7917.8006,0.0011
1,398,7923.84588,43e-5
1,406,7935.93286,23e-5
1,410,7941.97621,0.00038
1,417,7952.5545,0.0011
1,419,7955.57554,69e-5
1,421,7958.59605,0.00036
1,425,7964.63885,0.00044
1,427,7967.66246,0.00054
1,429,7970.68541,0.00041
1,431,7973.70578,53e-5
1,435,7979.74887,22e-5
1,439,7985.79210,31e-5
1,443,7991.83581,42e-5
1,445,7994.85799,0.00055
1,455,8009.96630,0.00022
1,456,8011.47739,0.00023
1,457,8012.98805,0.00012
1,458,8014.49883,0.00017
1,459,8016.01030,0.00017
1,460,8017.52127,0.00022
1,461,8019.031673,0.00027
1,462,8020.54237,0.00015
1,464,8023.56458,0.00015
1,465,8025.07539,0.00019
1,467,8028.09740,0.00029
1,468,8029.60818,0.00016
1,469,8031.11892,0.00012
1,472,8035.65156,0.00026
1,473,8037.16250,0.00022
1,474,8038.67292,0.00016
1,475,8040.18411,0.00025
1,476,8041.69510,0.00014
1,477,8043.20590,0.00019
1,478,8044.71648,0.00015
1,479,8046.22748,0.00014
1,480,8047.73785,0.00061
1,507,8088.53214,0.00022
1,509,8091.55387,0.00026
1,511,8094.57599,0.00059
1,566,8177.67496,27e-5
1,572,8186.74005,0.00030
1,573,8188.25135,0.00015
1,579,8197.31644,0.00020
1,583,8203.36000,0.00017
1,627,8269.839058,0.00051
1,651,8306.10046,0.00025
1,662,8322.72060,0.00030
1,670,8334.807387,0.00026
1,683,8354.447244,0.00110
1,707,8390.709366,0.00030
1,713,8399.77463,0.00051
1,744,8446.612133,0.00047
1,746,8449.635474,0.00048
1,905,8689.86439,0.00090
1,950,8757.85509,0.00019
1,956,8766.92066,0.00018
1,958,8769.94191,0.00016
2,0,7282.8057,0.0014
2,21,7333.664,9e-4
2,33,7362.72605,38e-5
2,35,7367.57051,33e-5
2,42,7384.5232,0.0013
2,70,7452.33467,15e-5
2,71,7454.75685,52e-5
2,95,7512.880935,91e-5
2,109,7546.78587,75e-5
2,111,7551.62888,66e-5
2,123,7580.69137,31e-5
2,125,7585.53577,0.0025
2,126,7587.956298,0.00046
2,131,7600.06684,36e-5
2,133,7604.90975,63e-5
2,135,7609.75461,72e-5
2,137,7614.5971,0.0013
2,142,7626.7061,0.0011
2,144,7631.55024,56e-5
2,147,7638.81518,48e-5
2,152,7650.92394,23e-5
2,153,7653.34548,16e-5
2,154,7655.76803,40e-5
2,155,7658.18964,23e-5
2,156,7660.61168,51e-5
2,157,7663.03330,37e-5
2,158,7665.45539,31e-5
2,159,7667.87730,19e-5
2,160,7670.29873,21e-5
2,161,7672.71944,81e-5
2,177,7711.46778,64e-5
2,182,7723.57663,5e-4
2,189,7740.53360964,875e-6
2,190,7742.95276073,0.00115
2,191,7745.37429032,63e-5
2,192,7747.79698829,555e-6
2,193,7750.21773364,96e-5
2,194,7752.6416599,93e-5
2,195,7755.05877231,0.00165
2,196,7757.48312701,66e-5
2,197,7759.90280794,58e-5
2,198,7762.32806027,805e-6
2,199,7764.74831488,72e-5
2,200,7767.1699436,0.00125
2,201,7769.5920867,815e-6
2,202,7772.01482777,0.001
2,203,7774.43458286,81e-5
2,204,7776.85814845,0.001015
2,205,7779.2791125,885e-6
2,206,7781.70094698,725e-6
2,207,7784.1233838,54e-5
2,210,7791.38800758,64e-5
2,211,7793.81140638,79e-5
2,212,7796.2315284,52e-5
2,213,7798.65366073,825e-6
2,214,7801.07631446,835e-6
2,215,7803.49754,18e-5
2,216,7805.91884,16e-5
2,217,7808.34119,28e-5
2,218,7810.76272,18e-5
2,219,7813.18456,32e-5
2,220,7815.60585,17e-5
2,221,7818.02833,3e-4
2,222,7820.45018,18e-5
2,223,7822.87188,24e-5
2,224,7825.29383,34e-5
2,225,7827.71523,19e-5
2,226,7830.13725,24e-5
2,227,7832.55893,15e-5
2,228,7834.98114,20e-5
2,229,7837.40275,35e-5
2,230,7839.82408,26e-5
2,270,7936.69651,0.00035
2,284,7970.60044,0.00088
2,292,7989.97512,0.00026
2,294,7994.81840,0.00034
2,298,8004.50488,0.00053
2,301,8011.77141,0.00027
2,302,8014.19269,0.00023
2,303,8016.61367,0.00068
2,304,8019.036353,0.00027
2,305,8021.45846,0.00023
2,306,8023.87967,0.00021
2,309,8031.14517,0.00015
2,310,8033.56752,0.00018
2,311,8035.98911,0.00017
2,312,8038.41064,0.00028
2,313,8040.83246,0.00034
2,314,8043.25404,0.00023
2,315,8045.67664,0.00033
2,319,8055.36297,0.00047
2,322,8062.62799,0.00037
2,323,8065.047228,0.00071
2,329,8079.58130,0.00030
2,336,8096.53332,0.00030
2,370,8178.87407,15e-5
2,375,8190.98260,0.00024
2,380,8203.09199,0.00022
2,381,8205.51294,0.00025
2,443,8355.664482,0.00120
2,462,8401.678529,0.00062
2,469,8418.629477,0.00031
2,581,8689.87386,0.00079
2,609,8757.6834, 0.00019
2,612,8764.94945, 0.00024
2,614,8769.79254, 0.00019
2,617,8777.0583, 0.00021
3,0,7560.7973,0.0023
3,16,7625.59779,78e-5
3,20,7641.7936,0.0029
3,21,7645.8436,0.0021
3,23,7653.94269,48e-5
3,24,7657.99200,60e-5
3,25,7662.04260,69e-5
3,26,7666.09183,0.00045
3,27,7670.14194,38e-5
3,41,7726.83975,29e-5
3,44,7738.99169021,0.0016
3,45,7743.03953496,0.0018
3,46,7747.08984526,0.00145
3,47,7751.14021855,0.00195
3,48,7755.18894197,0.00155
3,49,7759.24637601,0.00225
3,50,7763.28895165,0.0015
3,51,7767.33865915,0.0019
3,52,7771.39077056,0.0026
3,53,7775.44025865,0.00125
3,54,7779.48843153,0.0019
3,55,7783.54023174,0.0024
3,57,7791.6408341,0.00135
3,60,7803.79081,48e-5
3,61,7807.84032,3e-4
3,62,7811.89098,6e-4
3,63,7815.94064,3e-4
3,64,7819.9905,5e-4
3,65,7824.04169,67e-5
3,66,7828.09080,38e-5
3,67,7832.14043,31e-5
3,68,7836.19171,41e-5
3,99,7961.73774,0.0013
3,101,7969.83692,70e-5
3,102,7973.8859,66e-5
3,104,7981.98734,0.00085
3,105,7986.033802,0.00041
3,106,7990.08455,0.00051
3,112,8014.3794,97e-5
3,113,8018.43071,0.00096
3,114,8022.48021,0.00041
3,117,8034.62825,0.00042
3,118,8038.67921,0.00031
3,119,8042.72681,0.00045
3,120,8046.77637,0.00036
3,122,8054.875324,0.00033
3,154,8184.45801,0.00059
3,157,8196.60651,65e-5
3,160,8208.75647,0.00050
3,180,8289.752463,0.0042
3,185,8309.98967,0.00249
3,196,8354.55188,0.0011
3,201,8374.794521,0.00071
4,0,7312.713,0.0027
4,9,7367.59683,37e-5
4,49,7611.5762,0.0031
4,51,7623.7795,0.001
4,56,7654.27876,44e-5
4,57,7660.38028,30e-5
4,58,7666.4803,0.0018
4,59,7672.5793,0.0026
4,67,7721.37514,99e-5
4,69,7733.573,0.0014
4,70,7739.67084651,0.00135
4,71,7745.77160043,0.0012
4,72,7751.87007,34e-5
4,73,7757.96712145,0.0016
4,74,7764.067,0.0024
4,75,7770.1710906,0.00215
4,76,7776.26378168,0.0016
4,77,7782.36225571,0.00175
4,79,7794.56159215,0.0016
4,80,7800.66354053,0.0017
4,81,7806.75784,46e-5
4,82,7812.85746,51e-5
4,83,7818.9551,3e-4
4,84,7825.05297,54e-5
4,85,7831.15207,28e-5
4,86,7837.24969,27e-5
4,102,7934.83078,65e-5
4,103,7940.92936,48e-5
4,110,7983.62772,0.00086
4,111,7989.72944,0.00075
4,112,7995.82939,0.00099
4,114,8008.03130,0.00062
4,115,8014.13085,0.00020
4,116,8020.23320,0.00031
4,118,8032.43405,0.00190
4,119,8038.53515,0.00033
4,142,8178.84732,19e-5
4,143,8184.94891,0.00034
4,144,8191.04820,0.00051
4,145,8197.14655,0.00033
4,146,8203.24765,0.00026
4,163,8306.926719,0.00120
4,164,8313.02465,0.00035
4,171,8355.711725,0.0026
4,179,8404.501405,0.001
4,181,8416.701315,0.0015
4,188,8459.395405,0.0021
4,237,8758.28125,0.00053
4,239,8770.47845,0.00036
5,0,7321.5252,0.002
5,5,7367.57629,44e-5
5,34,7634.57809,61e-5
5,36,7652.98579,32e-5
5,37,7662.18743,5e-4
5,38,7671.39268,41e-5
5,43,7717.41541,91e-5
5,44,7726.6196,26e-5
5,46,7745.03115502,0.00135
5,47,7754.23380178,0.00155
5,48,7763.44338,24e-5
5,49,7772.64751724,0.0016
5,50,7781.85141557,0.0018
5,52,7800.27307079,0.0014
5,53,7809.47545,49e-5
5,54,7818.68262,29e-5
5,55,7827.88679,3e-4
5,56,7837.10334,47e-5
5,69,7956.80549,54e-5
5,70,7966.012617,0.00045
5,73,7993.63412,0.00084
5,75,8012.04113,0.00047
5,76,8021.25085,0.00023
5,78,8039.66014,0.00091
5,79,8048.86235,0.00026
5,93,8177.71567,26e-5
5,94,8186.91880,0.00024
5,95,8196.12564,0.00025
5,96,8205.32765,0.00029
5,103,8269.777927,0.001
5,156,8757.76211,0.00027
5,157,8766.96813,0.00023
5,159,8785.38901,0.00022
6,0,7294.786,0.0039
6,5,7356.5341,0.002
6,26,7615.924,0.0017
6,28,7640.6373,0.001
6,29,7652.99481,3e-4
6,30,7665.35134,87e-5
6,36,7739.48441374,0.00115
6,37,7751.83993,17e-5
6,38,7764.19097943,0.00155
6,39,7776.54899764,0.001095
6,41,7801.25000274,925e-6
6,42,7813.60685,27e-5
6,43,7825.96114,2e-4
6,44,7838.30659,32e-5
6,51,7924.76918,0.00140
6,54,7961.82621,53e-5
6,57,7998.883242,0.00058
6,58,8011.24014,0.00032
6,59,8023.59087,0.00023
6,60,8035.94551,0.00025
6,62,8060.65579,0.00047
6,65,8097.72511,0.00031
6,72,8184.21905,0.00051
6,73,8196.57292,31e-5
6,74,8208.93036,0.00018
6,80,8283.05268,0.00093
6,82,8307.754299,0.00140
6,90,8406.570377,0.00026
6,119,8764.82751,0.00032
6,120,8777.17395,0.00026
7,0,7662.55436,0.0020
7,5,7756.3874,0.0013
7,6,7775.1539,0.0016
7,7,7793.923,0.0025
7,8,7812.6987,0.0045
7,9,7831.46614,58e-5
7,16,7962.86271,83e-5
7,17,7981.63147,0.00120
7,19,8019.16849,0.00086
7,20,8037.93284,0.00085
7,28,8188.05069,0.00053
7,29,8206.81915,0.00067
7,39,8394.513659,0.0014
7,59,8769.83809,0.00056
