1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.30379e-5,1.51083,7257.55,0.0197281,0.0248614,1.5708,3.14159
4.173e-5,2.42185,7258.59,0.0205443,0.0230564,1.5708,3.14159
1.43969e-5,4.04907,7257.08,0.00736243,0.0159866,1.5708,3.14159
2.98639e-5,6.10119,7257.83,0.0155593,0.00618059,1.5708,3.14159
3.335e-5,9.20734,7257.07,-0.000932144,0.0102845,1.5708,3.14159
4.05888e-5,12.3522,7257.72,0.0118644,0.00958072,1.5708,3.14159
9.7555e-6,18.7726,7249.63,-0.000527155,0.0080791,1.5708,3.14159
#0.962757625597931 0.6089636752275194 842.9111926132139 0.0 Elapsed time: 8870.75157403946

